Election,Election Date,Precinct Code,Precinct Description,Political Party,Voter Count
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5020,PHILA WD 50 DIV 20,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5020,PHILA WD 50 DIV 20,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5020,PHILA WD 50 DIV 20,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5020,PHILA WD 50 DIV 20,DEMOCRATIC,235
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5021,PHILA WD 50 DIV 21,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5021,PHILA WD 50 DIV 21,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5021,PHILA WD 50 DIV 21,DEMOCRATIC,347
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5021,PHILA WD 50 DIV 21,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5022,PHILA WD 50 DIV 22,DEMOCRATIC,275
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5022,PHILA WD 50 DIV 22,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5022,PHILA WD 50 DIV 22,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5023,PHILA WD 50 DIV 23,DEMOCRATIC,208
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5023,PHILA WD 50 DIV 23,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5024,PHILA WD 50 DIV 24,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5024,PHILA WD 50 DIV 24,DEMOCRATIC,260
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5024,PHILA WD 50 DIV 24,LIBERTARIAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5024,PHILA WD 50 DIV 24,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5025,PHILA WD 50 DIV 25,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5025,PHILA WD 50 DIV 25,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5025,PHILA WD 50 DIV 25,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5025,PHILA WD 50 DIV 25,DEMOCRATIC,179
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5026,PHILA WD 50 DIV 26,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5026,PHILA WD 50 DIV 26,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5026,PHILA WD 50 DIV 26,DEMOCRATIC,220
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5026,PHILA WD 50 DIV 26,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5027,PHILA WD 50 DIV 27,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5027,PHILA WD 50 DIV 27,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5027,PHILA WD 50 DIV 27,DEMOCRATIC,281
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5027,PHILA WD 50 DIV 27,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5027,PHILA WD 50 DIV 27,LIBERAL,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5027,PHILA WD 50 DIV 27,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5028,PHILA WD 50 DIV 28,DEMOCRATIC,275
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5028,PHILA WD 50 DIV 28,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5029,PHILA WD 50 DIV 29,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5029,PHILA WD 50 DIV 29,DEMOCRATIC,298
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5029,PHILA WD 50 DIV 29,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5029,PHILA WD 50 DIV 29,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5030,PHILA WD 50 DIV 30,DEMOCRATIC,210
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5030,PHILA WD 50 DIV 30,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5030,PHILA WD 50 DIV 30,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5101,PHILA WD 51 DIV 01,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5101,PHILA WD 51 DIV 01,DEMOCRATIC,144
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5101,PHILA WD 51 DIV 01,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5102,PHILA WD 51 DIV 02,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5102,PHILA WD 51 DIV 02,DEMOCRATIC,140
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5102,PHILA WD 51 DIV 02,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5102,PHILA WD 51 DIV 02,INDEPENDENT DEMOCRAT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5102,PHILA WD 51 DIV 02,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5102,PHILA WD 51 DIV 02,BI-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5103,PHILA WD 51 DIV 03,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5103,PHILA WD 51 DIV 03,DEMOCRATIC,134
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5103,PHILA WD 51 DIV 03,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5103,PHILA WD 51 DIV 03,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5103,PHILA WD 51 DIV 03,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5104,PHILA WD 51 DIV 04,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5104,PHILA WD 51 DIV 04,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5104,PHILA WD 51 DIV 04,DEMOCRATIC,125
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5105,PHILA WD 51 DIV 05,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5105,PHILA WD 51 DIV 05,DEMOCRATIC,146
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5105,PHILA WD 51 DIV 05,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5105,PHILA WD 51 DIV 05,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5106,PHILA WD 51 DIV 06,GREEN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5106,PHILA WD 51 DIV 06,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5106,PHILA WD 51 DIV 06,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5106,PHILA WD 51 DIV 06,DEMOCRATIC,171
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5106,PHILA WD 51 DIV 06,NO AFFILIATION,14
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5107,PHILA WD 51 DIV 07,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5107,PHILA WD 51 DIV 07,DEMOCRATIC,125
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5107,PHILA WD 51 DIV 07,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5107,PHILA WD 51 DIV 07,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5108,PHILA WD 51 DIV 08,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5108,PHILA WD 51 DIV 08,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5108,PHILA WD 51 DIV 08,DEMOCRATIC,143
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5108,PHILA WD 51 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5109,PHILA WD 51 DIV 09,DEMOCRATIC,148
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5109,PHILA WD 51 DIV 09,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5109,PHILA WD 51 DIV 09,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5109,PHILA WD 51 DIV 09,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5110,PHILA WD 51 DIV 10,REPUBLICAN,13
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5110,PHILA WD 51 DIV 10,PRO-LIFE,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5110,PHILA WD 51 DIV 10,SOCIALIST,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5110,PHILA WD 51 DIV 10,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5110,PHILA WD 51 DIV 10,DEMOCRATIC,107
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5111,PHILA WD 51 DIV 11,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5111,PHILA WD 51 DIV 11,DEMOCRATIC,122
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5111,PHILA WD 51 DIV 11,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5112,PHILA WD 51 DIV 12,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5112,PHILA WD 51 DIV 12,CONSTITUTIONAL,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5112,PHILA WD 51 DIV 12,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5112,PHILA WD 51 DIV 12,DEMOCRATIC,185
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5112,PHILA WD 51 DIV 12,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5113,PHILA WD 51 DIV 13,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5113,PHILA WD 51 DIV 13,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5113,PHILA WD 51 DIV 13,DEMOCRATIC,143
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5114,PHILA WD 51 DIV 14,DEMOCRATIC,197
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5114,PHILA WD 51 DIV 14,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5114,PHILA WD 51 DIV 14,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5114,PHILA WD 51 DIV 14,NO AFFILIATION,11
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5115,PHILA WD 51 DIV 15,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5115,PHILA WD 51 DIV 15,DEMOCRATIC,191
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5115,PHILA WD 51 DIV 15,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5116,PHILA WD 51 DIV 16,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5116,PHILA WD 51 DIV 16,DEMOCRATIC,135
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5116,PHILA WD 51 DIV 16,LIBERTARIAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5116,PHILA WD 51 DIV 16,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5116,PHILA WD 51 DIV 16,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5117,PHILA WD 51 DIV 17,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5117,PHILA WD 51 DIV 17,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5117,PHILA WD 51 DIV 17,DEMOCRATIC,177
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5117,PHILA WD 51 DIV 17,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5118,PHILA WD 51 DIV 18,CONSUMER'S,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5118,PHILA WD 51 DIV 18,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5118,PHILA WD 51 DIV 18,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5118,PHILA WD 51 DIV 18,DEMOCRATIC,173
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5119,PHILA WD 51 DIV 19,DEMOCRATIC,129
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5119,PHILA WD 51 DIV 19,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5120,PHILA WD 51 DIV 20,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5120,PHILA WD 51 DIV 20,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5120,PHILA WD 51 DIV 20,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5120,PHILA WD 51 DIV 20,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5120,PHILA WD 51 DIV 20,DEMOCRATIC,141
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5121,PHILA WD 51 DIV 21,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5121,PHILA WD 51 DIV 21,DEMOCRATIC,109
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5121,PHILA WD 51 DIV 21,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5121,PHILA WD 51 DIV 21,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5122,PHILA WD 51 DIV 22,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5122,PHILA WD 51 DIV 22,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5122,PHILA WD 51 DIV 22,DEMOCRATIC,152
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5122,PHILA WD 51 DIV 22,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5123,PHILA WD 51 DIV 23,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5123,PHILA WD 51 DIV 23,DEMOCRATIC,130
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5123,PHILA WD 51 DIV 23,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5124,PHILA WD 51 DIV 24,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5124,PHILA WD 51 DIV 24,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5124,PHILA WD 51 DIV 24,DEMOCRATIC,180
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5125,PHILA WD 51 DIV 25,DEMOCRATIC,172
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5125,PHILA WD 51 DIV 25,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5125,PHILA WD 51 DIV 25,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5125,PHILA WD 51 DIV 25,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5126,PHILA WD 51 DIV 26,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5126,PHILA WD 51 DIV 26,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5126,PHILA WD 51 DIV 26,DEMOCRATIC,159
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5126,PHILA WD 51 DIV 26,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5127,PHILA WD 51 DIV 27,DEMOCRATIC,120
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5127,PHILA WD 51 DIV 27,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5127,PHILA WD 51 DIV 27,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5128,PHILA WD 51 DIV 28,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5128,PHILA WD 51 DIV 28,DEMOCRATIC,167
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5128,PHILA WD 51 DIV 28,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5201,PHILA WD 52 DIV 01,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5201,PHILA WD 52 DIV 01,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5201,PHILA WD 52 DIV 01,DEMOCRATIC,133
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5202,PHILA WD 52 DIV 02,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5202,PHILA WD 52 DIV 02,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5202,PHILA WD 52 DIV 02,DEMOCRATIC,215
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5202,PHILA WD 52 DIV 02,REPUBLICAN,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5203,PHILA WD 52 DIV 03,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5203,PHILA WD 52 DIV 03,DEMOCRATIC,17
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5204,PHILA WD 52 DIV 04,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5204,PHILA WD 52 DIV 04,DEMOCRATIC,95
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5205,PHILA WD 52 DIV 05,DEMOCRATIC,216
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5205,PHILA WD 52 DIV 05,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5205,PHILA WD 52 DIV 05,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5206,PHILA WD 52 DIV 06,DEMOCRATIC,213
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5206,PHILA WD 52 DIV 06,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5206,PHILA WD 52 DIV 06,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5206,PHILA WD 52 DIV 06,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5207,PHILA WD 52 DIV 07,DEMOCRATIC,180
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5207,PHILA WD 52 DIV 07,INDEPENDENT DEMOCRAT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5207,PHILA WD 52 DIV 07,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5207,PHILA WD 52 DIV 07,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5208,PHILA WD 52 DIV 08,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5208,PHILA WD 52 DIV 08,DEMOCRATIC,225
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5208,PHILA WD 52 DIV 08,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5209,PHILA WD 52 DIV 09,DEMOCRATIC,191
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5209,PHILA WD 52 DIV 09,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5209,PHILA WD 52 DIV 09,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5209,PHILA WD 52 DIV 09,REPUBLICAN,17
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5210,PHILA WD 52 DIV 10,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5210,PHILA WD 52 DIV 10,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5210,PHILA WD 52 DIV 10,DEMOCRATIC,251
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5210,PHILA WD 52 DIV 10,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5210,PHILA WD 52 DIV 10,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5211,PHILA WD 52 DIV 11,DEMOCRATIC,204
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5211,PHILA WD 52 DIV 11,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5211,PHILA WD 52 DIV 11,REPUBLICAN,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5212,PHILA WD 52 DIV 12,REPUBLICAN,19
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5212,PHILA WD 52 DIV 12,DEMOCRATIC,204
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5212,PHILA WD 52 DIV 12,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5213,PHILA WD 52 DIV 13,DEMOCRATIC,258
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5213,PHILA WD 52 DIV 13,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5213,PHILA WD 52 DIV 13,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5213,PHILA WD 52 DIV 13,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5214,PHILA WD 52 DIV 14,DEMOCRATIC,219
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5214,PHILA WD 52 DIV 14,NONE,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5214,PHILA WD 52 DIV 14,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5214,PHILA WD 52 DIV 14,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5214,PHILA WD 52 DIV 14,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5215,PHILA WD 52 DIV 15,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5215,PHILA WD 52 DIV 15,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5215,PHILA WD 52 DIV 15,DEMOCRATIC,284
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5216,PHILA WD 52 DIV 16,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5216,PHILA WD 52 DIV 16,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5216,PHILA WD 52 DIV 16,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5216,PHILA WD 52 DIV 16,DEMOCRATIC,293
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5216,PHILA WD 52 DIV 16,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5217,PHILA WD 52 DIV 17,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5217,PHILA WD 52 DIV 17,LIBERTARIAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5217,PHILA WD 52 DIV 17,DEMOCRATIC,213
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5217,PHILA WD 52 DIV 17,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5218,PHILA WD 52 DIV 18,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5218,PHILA WD 52 DIV 18,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5218,PHILA WD 52 DIV 18,DEMOCRATIC,229
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5218,PHILA WD 52 DIV 18,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5218,PHILA WD 52 DIV 18,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5219,PHILA WD 52 DIV 19,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5219,PHILA WD 52 DIV 19,DEMOCRATIC,239
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5219,PHILA WD 52 DIV 19,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5220,PHILA WD 52 DIV 20,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,5220,PHILA WD 52 DIV 20,REPUBLICAN,4
